alcohol	citric acid	volatile acidity:pH:residual sugar	quality
10.4	0.53	0.29:nan:1.7	high
10.4	0.52	0.29:3.25:1.7	medium
10.7	0.25	0.22:3.21:12.1	low
10.7	0.27	0.22:3.05:nan	high
11.9	0.26	0.24:3.19:1.7	high
	0.25	0.23:3.19:8.0	medium
	0.29	0.32:3.15:7.6	high
9.9	0.27	nan:3.2:8.6	medium
9.9	0.27	0.11:3.2:8.6	medium
	0.41	0.23:3.16:nan	medium
	0.17	0.2:3.3:1.6	medium
9.9	0.27	0.11:3.2:8.6	medium
9.4	0.41	0.23:3.16:14.6	medium
9.2	0.41	0.2:2.99:nan	low
10.5		0.19:2.9:3.7	high
11.0	0.34	0.28:3.25:nan	high
11.0	0.34	0.28:3.25:8.9	high
12.1	0.31	0.37:2.9:4.7	low
11.0	0.34	0.28:3.25:8.9	high
12.8	0.29	0.26:3.22:3.1	high
10.5	0.49	0.24:nan:nan	medium
10.5	0.49	0.24:3.01:5.8	medium
10.5	0.49	0.24:3.01:5.8	medium
9.5	0.57	0.25:nan:1.0	low
9.2	0.48	0.25:3.07:15.8	medium
11.1	0.35	0.14:3.07:nan	medium
12.3	0.26	0.38:nan:5.2	high
11.1	0.35	0.14:3.07:1.5	medium
12.6	0.32	0.15:3.04:2.5	medium
	0.57	0.25:3.0:1.0	low
9.2	0.48	0.25:3.07:15.8	medium
10.8	0.32	0.22:3.2:5.9	medium
11.3		0.21:nan:3.1	medium
12.8	0.29	0.26:3.22:3.1	high
10.5	0.49	0.24:3.01:5.8	medium
9.8	0.24	0.46:3.08:11.5	medium
8.5	0.48	0.18:2.98:18.0	medium
9.3	0.12	0.32:3.16:4.8	low
9.2	0.24	0.4:3.2:8.5	low
11.4	0.24	0.23:3.21:1.6	medium
8.5	0.48	0.18:2.98:18.0	medium
9.3	0.12	0.32:3.16:4.8	low
8.4	0.12	0.37:3.06:5.9	low
9.2	0.42	0.23:3.04:1.1	low
9.2	0.24	0.4:nan:8.5	low
10.4	0.37	0.19:3.18:13.1	medium
11.6	0.27	0.28:nan:4.1	medium
12.4	0.45	0.32:3.25:2.9	medium
	0.37	0.19:3.18:nan	medium
9.3	0.26	0.26:3.09:1.1	low
12.2	0.27	0.25:3.2:nan	medium
11.0		0.28:3.22:7.75	medium
11.4	0.38	0.19:3.11:1.15	low
9.5	0.57	0.29:nan:1.0	low
9.2	0.22	0.27:3.07:17.8	low
11.1	0.38	0.26:3.13:5.7	medium
9.2	0.22	0.27:3.07:17.8	low
11.0	0.22	0.2:nan:7.4	medium
9.9	0.22	0.33:3.14:1.4	low
9.9	0.22	0.34:3.14:nan	low
9.5		0.29:3.06:1.0	low
12.4	0.16	1.1:3.35:4.4	low
9.4	0.29	0.24:3.21:1.6	low
9.3	0.22	0.24:3.23:7.9	low
8.7		nan:2.9:15.5	high
8.7	0.27	0.16:2.9:15.5	high
8.7	0.27	0.16:2.9:15.5	high
8.7	0.27	0.16:2.9:15.5	high
9.0	0.28	0.17:2.94:17.55	high
10.7	0.35	0.19:3.0:nan	medium
10.7	0.35	0.19:nan:13.5	medium
11.3	0.36	0.16:3.02:1.3	medium
8.7	0.27	0.16:2.9:15.5	high
11.7	0.27	0.3:2.96:11.6	medium
9.3	0.22	0.24:3.23:7.9	low
8.7	0.27	0.16:nan:nan	high
9.0		0.17:2.94:17.55	high
11.7	0.27	0.3:2.96:11.6	medium
10.7	0.18	0.43:3.23:13.15	low
11.4	0.36	0.17:3.05:1.9	medium
10.7	0.35	0.19:3.0:13.5	medium
11.3	0.36	0.16:3.02:1.3	medium
10.0	0.01	0.41:3.19:6.1	low
10.0	0.01	0.41:nan:nan	low
11.2	0.32	0.36:3.15:1.9	medium
9.7	0.21	0.17:3.07:1.9	low
12.5		0.28:3.42:1.6	low
12.9	0.26	nan:3.27:11.3	high
11.8	0.27	0.44:3.16:8.4	medium
10.6	0.28	0.38:3.16:nan	low
11.8		0.44:3.16:8.4	medium
	0.28	0.24:3.19:12.2	medium
9.9	0.27	0.28:3.21:8.0	low
12.0	0.32	0.26:2.96:1.3	medium
10.4	0.38	0.16:3.15:nan	high
8.5	0.16	0.36:3.19:1.3	low
9.9	0.19	0.35:3.13:10.5	low
9.4	0.26	0.25:3.08:12.5	medium
	0.26	nan:3.13:9.6	low
11.0	0.21	0.25:3.3:1.5	medium
11.0	0.21	0.23:3.3:nan	medium
10.4	0.28	0.265:3.19:7.8	medium
9.8	0.27	0.25:3.1:10.8	medium
9.4	0.26	nan:3.08:12.5	medium
10.6	0.28	0.23:3.23:8.6	medium
10.1	0.32	0.3:3.28:1.2	low
11.5		0.33:3.06:14.5	high
11.4	0.29	0.26:3.06:nan	medium
9.2	0.4	nan:3.03:nan	medium
9.7	0.42	0.21:3.12:1.1	medium
11.3	0.27	0.25:3.07:3.8	medium
9.6	0.24	0.27:3.15:4.6	medium
8.9	0.3	0.24:2.86:10.2	medium
10.0	0.28	0.14:nan:7.9	medium
9.2	0.2	0.5:nan:2.4	medium
9.0	0.27	0.41:3.08:nan	medium
	0.28	0.25:nan:4.9	high
	0.27	0.41:3.08:10.7	medium
9.5	0.35	0.25:3.08:1.1	low
10.0	0.28	nan:3.26:7.9	medium
11.0	0.34	nan:3.22:5.6	low
9.2	0.2	0.5:3.18:nan	medium
10.6	0.23	0.29:3.08:14.2	medium
10.0	0.23	0.37:3.23:9.5	low
10.0	0.23	nan:3.23:9.5	low
11.7		0.31:nan:4.1	high
12.5	0.27	0.45:3.12:4.7	high
11.1	0.45	0.3:3.07:1.4	high
9.7	0.56	0.23:3.16:0.9	low
12.3	0.26	0.3:3.04:20.3	medium
12.2	0.42	0.28:3.18:3.5	medium
	0.22	0.255:3.75:2.7	medium
11.6	0.27	0.4:3.22:1.2	low
11.3	0.25	0.21:3.31:1.2	medium
11.1	0.25	nan:3.27:2.0	medium
	0.29	0.17:3.26:1.1	medium
11.3	0.29	0.21:3.15:1.5	medium
12.0	0.32	nan:3.07:1.2	medium
8.8	0.2	0.35:3.15:18.1	medium
8.8	0.2	0.35:3.15:nan	medium
12.0	0.31	nan:nan:3.6	high
	0.31	0.4:3.15:3.5	high
		0.28:3.01:12.1	low
	0.22	0.23:3.12:17.45	medium
8.7	0.25	0.34:3.14:12.1	medium
12.8	0.32	0.44:3.1:3.0	medium
11.5	0.36	0.13:3.1:1.6	high
10.0	0.23	nan:3.08:5.7	low
10.0	0.22	0.18:3.09:5.6	low
10.3	0.34	0.31:3.33:6.8	low
10.4	0.32	0.33:3.25:15.6	low
13.4	0.31	0.34:3.22:6.0	high
11.2	0.32	0.29:3.05:1.8	medium
9.1	0.26	nan:3.26:8.6	low
9.1	0.26	0.31:3.26:8.6	low
10.8	0.27	0.25:nan:11.5	medium
12.5	0.28	0.27:3.24:7.8	medium
11.3	0.24	0.26:3.63:2.4	low
12.8	0.23	nan:3.46:5.0	medium
9.1	0.26	0.31:3.26:8.6	low
12.7	0.32	0.23:3.22:1.5	medium
11.0	0.35	nan:3.1:5.4	high
10.4	0.29	0.28:3.02:11.9	medium
10.4	0.29	0.28:3.02:11.9	medium
10.7	0.27	0.27:3.25:nan	medium
10.9	0.28	0.25:3.22:nan	medium
10.4	0.29	nan:nan:nan	medium
10.4	0.29	nan:3.03:11.9	medium
9.7		0.13:3.16:15.5	high
11.0	0.35	0.18:3.1:5.4	high
9.6	0.25	0.2:3.19:15.0	medium
13.9		0.24:3.1:1.4	high
9.4	0.31	0.48:3.07:9.4	low
12.5	0.32	0.26:nan:3.7	medium
9.6		0.2:3.19:15.0	medium
9.5	0.47	0.3:3.19:1.4	low
9.6	0.5	0.32:nan:6.5	low
9.5	0.47	0.3:3.19:1.4	low
9.6	0.52	0.34:3.18:6.3	low
	0.3	0.16:2.9:13.7	high
8.7	0.3	nan:2.9:13.7	high
8.7	0.3	0.16:2.9:13.7	high
8.7	0.3	0.16:2.9:13.7	high
8.7	0.3	0.16:2.9:13.7	high
8.7	0.3	0.16:2.9:13.7	high
10.4	0.38	0.26:3.18:nan	low
10.7	0.35	0.31:nan:1.6	low
12.0	0.35	0.22:3.17:nan	high
12.1	0.31	0.23:3.19:3.5	high
13.1		0.17:3.31:1.0	high
12.4	0.26	0.19:3.32:1.4	medium
	0.34	0.21:3.24:1.5	high
8.7	0.3	0.16:2.9:13.7	high
12.0	0.37	0.22:3.15:1.6	low
11.6	0.27	0.34:3.27:5.2	medium
9.3		0.34:2.92:1.4	low
9.3	0.22	0.24:3.06:11.9	medium
11.1	0.39	0.35:3.2:2.4	high
	0.33	0.24:3.1:3.2	medium
10.6	0.33	0.25:nan:nan	medium
11.3	0.33	0.19:3.16:4.2	high
9.4		0.24:3.2:15.4	low
9.3	0.61	0.31:3.09:13.0	medium
11.1	0.32	0.25:2.96:5.6	medium
9.9	0.56	0.38:3.13:9.7	medium
	0.3	0.3:3.31:2.5	high
12.6	0.28	nan:3.26:4.0	high
9.4	0.4	0.24:3.2:15.4	low
10.5	0.32	0.27:3.06:1.2	low
12.3	0.34	0.24:nan:nan	medium
11.3	0.3	0.33:3.32:1.2	medium
9.6	0.21	0.21:nan:5.1	low
12.0	0.3	nan:3.2:1.4	medium
11.2	0.35	0.27:3.09:1.2	low
10.2	0.24	0.2:3.12:6.5	medium
12.4	0.33	0.27:2.98:1.3	medium
	0.24	0.2:3.12:6.5	medium
13.4	0.24	0.45:2.94:2.7	high
12.6	0.29	0.22:3.24:1.3	medium
9.8	0.48	0.3:3.18:7.4	low
9.1	0.53	0.36:2.94:12.9	low
12.4	0.33	0.27:2.98:1.3	medium
12.5	0.33	0.24:3.03:1.2	medium
11.7	0.27	nan:3.05:2.6	medium
12.9	0.31	0.24:3.29:2.3	medium
10.1	0.32	0.3:3.3:1.3	low
10.3	0.38	0.26:3.06:10.5	medium
11.7	0.27	0.41:3.05:2.6	medium
10.3	0.2	0.32:3.24:14.4	medium
10.8	0.3	0.25:3.34:1.2	high
11.2		nan:3.25:3.1	medium
11.8	0.32	0.23:3.29:1.7	medium
9.8	0.21	0.17:3.08:6.0	medium
10.0	0.42	0.38:3.04:11.8	medium
8.8	0.37	0.31:3.24:6.2	low
10.1		0.38:3.14:1.4	low
9.5	0.24	0.44:3.05:12.1	low
	0.24	0.44:3.05:12.1	low
9.5	0.24	0.44:3.05:12.1	low
	0.14	0.38:3.07:3.9	low
12.2		0.33:2.92:nan	medium
9.5	0.24	0.44:3.05:12.1	low
11.3	0.29	nan:3.22:1.2	medium
12.1	0.34	0.28:3.26:8.1	medium
9.2	0.14	0.38:3.07:3.9	low
11.2	0.11	0.43:3.51:nan	low
12.5	0.35	0.22:3.29:6.5	high
10.6	0.27	0.345:3.31:10.1	low
10.4		0.255:3.25:10.7	high
		0.2:3.44:3.2	high
		0.29:nan:12.4	medium
11.0	0.25	0.26:2.97:5.2	medium
10.0	0.23	0.22:2.94:5.0	medium
12.7	0.37	0.35:3.14:nan	medium
12.1	0.28	0.39:nan:9.2	medium
10.4	0.33	0.23:3.23:6.9	medium
10.4	0.3	0.22:nan:2.0	medium
		0.29:3.14:15.0	low
9.2		0.29:3.14:15.0	low
10.5	0.3	0.23:3.05:1.2	low
9.2	0.18	nan:nan:15.0	low
11.9	0.36	0.28:3.27:1.8	high
10.1		0.26:3.08:10.8	medium
11.1	0.29	0.27:3.1:3.9	medium
10.8	0.29	0.22:nan:4.2	high
11.8	0.26	0.26:3.16:2.0	medium
9.2	0.48	0.36:3.04:nan	low
9.2	0.47	0.35:3.04:13.3	low
12.3		0.18:3.07:2.2	medium
10.1	0.47	0.36:3.09:1.4	medium
11.4	0.2	0.14:nan:1.6	medium
10.4	0.19	nan:3.19:2.2	medium
9.8	0.26	0.11:3.2:14.8	medium
9.9	0.24	0.24:3.3:1.8	medium
9.8	0.26	0.11:3.2:14.8	medium
11.2		0.47:3.48:1.3	low
10.9	0.24	0.29:3.15:9.9	low
9.2	0.26	0.33:3.15:5.1	low
9.2	0.26	0.33:3.15:5.1	low
12.0	0.23	0.32:2.96:1.5	low
12.1	0.23	0.3:2.96:1.5	medium
12.4	0.02	0.31:3.75:11.1	medium
11.2	0.22	0.36:3.22:5.25	medium
12.7		0.31:3.32:2.3	high
12.2	0.54	0.52:3.26:7.9	medium
	0.05	0.55:3.26:nan	medium
12.2	0.16	0.2:3.23:1.4	medium
11.2	0.22	0.36:3.22:nan	medium
12.7		0.31:3.32:2.3	high
12.7	0.27	0.29:3.31:2.3	high
12.1	0.29	0.22:3.17:3.5	medium
9.4	0.23	0.46:3.11:13.7	low
10.1	0.3	0.21:3.07:9.9	medium
9.4	0.2	nan:3.08:15.4	low
8.9	0.2	0.22:3.22:16.0	medium
8.9	0.2	nan:3.22:16.0	medium
8.9	0.2	0.22:3.22:16.0	medium
8.9	0.2	0.22:3.22:16.0	medium
13.0	0.2	0.31:3.56:2.4	high
10.3	0.35	nan:nan:5.5	low
10.1		0.18:3.07:2.3	low
10.5	0.27	0.24:3.23:16.8	medium
8.9	0.2	0.22:3.22:16.0	medium
10.1	0.24	0.26:3.3:nan	low
10.1	0.24	0.26:3.3:17.8	low
11.0	0.26	0.2:3.15:6.8	medium
11.0	0.26	0.2:3.15:6.8	medium
11.0	0.26	0.2:3.15:nan	medium
11.0	0.26	0.2:3.15:6.8	medium
	0.17	0.28:3.08:1.6	low
10.5	0.33	0.2:2.88:4.7	medium
9.7	0.27	0.26:2.87:11.8	medium
10.1	0.24	nan:3.3:17.8	low
9.4	0.36	nan:3.25:15.7	low
	0.32	0.22:3.17:5.8	medium
9.4	0.36	0.21:3.25:15.7	low
10.8	0.28	0.22:3.1:9.0	low
9.4	0.36	nan:3.25:15.7	low
11.2	0.32	0.22:3.17:5.8	medium
11.0	0.35	0.2:3.13:8.8	medium
12.4	0.0	0.26:3.44:10.2	medium
9.4	0.3	nan:3.1:6.6	medium
9.4	0.3	0.29:3.1:nan	low
9.5	0.23	0.34:3.01:8.9	low
10.0	0.39	0.39:3.05:11.1	medium
12.5	0.29	0.26:3.16:4.2	medium
10.9		0.24:3.39:1.6	medium
10.5	0.24	0.25:3.38:7.4	medium
	0.27	0.24:3.22:11.5	medium
11.0	0.27	nan:3.38:1.6	high
11.8	0.29	0.26:nan:2.0	medium
12.6	0.25	0.34:3.36:4.8	medium
10.2	0.24	0.225:3.17:9.8	medium
12.0	0.28	0.23:3.12:1.9	low
12.5		0.26:3.16:4.2	medium
11.5	0.3	0.27:3.32:1.6	medium
11.94	0.22	0.41:nan:7.3	high
12.8933333333333	0.24	0.41:3.12:nan	high
9.4	0.2	0.585:3.13:10.4	low
12.2	0.26	0.34:3.0:1.9	high
	0.22	0.41:3.2:7.3	high
12.8933333333333	0.24	0.41:3.12:5.4	high
9.5	0.35	0.26:3.16:nan	low
	0.22	0.28:3.0:11.5	medium
10.5	0.33	0.16:3.04:1.2	high
11.466666666666699		0.27:2.89:nan	medium
11.4	0.28	0.2:3.4:1.0	medium
9.5	0.26	0.24:3.12:8.2	low
9.2		0.38:3.11:nan	low
9.5	0.26	0.24:3.12:8.2	low
10.98	0.19	0.42:3.23:nan	low
9.4	0.26	0.23:3.12:8.1	low
9.5	0.26	0.24:nan:nan	low
9.2	0.34	nan:3.11:nan	low
8.8	0.27	0.19:2.94:13.9	high
8.8	0.27	0.19:2.94:13.9	high
8.8	0.27	0.19:nan:13.9	high
8.8		0.19:nan:13.9	high
8.8	0.27	0.19:2.94:13.9	high
8.8	0.27	0.19:2.94:13.9	high
8.8	0.27	0.19:2.94:13.9	high
10.4	0.29	0.24:3.23:2.0	high
	0.27	0.19:2.94:13.9	high
10.0333333333333	0.52	0.27:3.04:15.7	medium
11.3	0.35	0.28:nan:1.2	medium
10.4	0.25	0.22:3.37:1.5	medium
9.2	0.69	0.27:2.96:1.2	medium
11.1		0.2:3.11:3.2	medium
9.2	0.69	0.27:2.96:1.2	medium
11.3	0.3	0.23:3.03:2.6	high
9.1	0.52	nan:2.98:13.2	medium
9.4	0.28	0.34:2.96:10.4	low
13.2	0.25	0.36:2.82:5.7	medium
	0.28	nan:3.22:2.5	medium
10.7	0.35	0.28:3.18:1.6	low
11.433333333333302	0.3	0.16:3.11:1.4	medium
11.1	0.27	0.31:3.27:7.4	medium
12.7	0.28	nan:3.22:2.5	medium
10.5333333333333	0.29	0.29:3.25:5.6	low
11.6		0.28:3.31:3.6	medium
9.53333333333333	0.2	0.23:3.18:7.5	low
	0.2	0.34:3.17:nan	medium
	0.35	0.28:3.18:1.6	low
12.0	0.33	0.2:3.22:1.5	medium
12.8	0.27	0.24:3.12:2.9	medium
9.5	0.25	0.31:3.14:11.2	low
10.933333333333302	0.21	0.29:2.99:9.65	medium
9.1	0.33	0.19:2.86:10.1	low
12.6	0.28	0.29:3.26:nan	medium
9.5		0.31:3.14:11.2	low
10.9	0.28	0.3:2.98:11.45	medium
10.933333333333302	0.21	0.29:2.99:9.65	medium
9.6	0.19	0.22:3.02:4.5	low
9.3	0.28	0.23:3.18:2.7	low
11.3666666666667		0.23:nan:3.5	medium
12.5	0.28	0.26:3.14:1.7	medium
9.5	0.21	0.35:nan:2.1	low
11.0	0.32	0.32:3.22:4.8	medium
9.4		0.34:3.02:5.0	low
11.333333333333302		0.13:3.21:2.6	medium
8.8	0.2	0.315:2.94:6.6	low
	0.21	0.34:3.02:5.0	low
11.066666666666698	0.29	nan:nan:7.3	medium
12.2	0.27	0.3:3.22:5.0	medium
11.0	0.26	0.24:3.2:1.7	medium
11.333333333333302	0.27	0.13:3.21:2.6	medium
9.5	0.21	0.26:3.23:8.2	low
9.5	0.21	0.26:3.23:8.2	low
	0.31	nan:3.28:5.0	medium
	0.33	0.21:3.11:1.2	medium
9.3	0.29	0.26:3.08:7.1	medium
	0.22	0.28:3.05:9.5	low
9.2	0.44	0.25:3.14:15.8	low
9.4	0.37	0.22:3.25:15.5	low
9.2		0.25:3.14:15.8	low
10.5	0.28	0.18:3.25:17.05	medium
	0.26	0.2:3.26:12.7	medium
9.4	0.22	nan:3.1:12.3	low
	0.26	0.27:3.11:11.8	low
9.8	0.26	0.27:3.11:11.8	low
9.8		0.27:3.11:11.8	low
9.4	0.22	0.24:3.1:12.3	low
9.8	0.26	0.27:3.11:11.8	low
12.1		0.38:3.02:13.6	medium
12.3	0.26	0.43:3.17:5.2	medium
9.73333333333333	0.46	0.22:3.19:6.2	low
9.4	0.16	0.29:3.21:7.9	low
9.4	0.16	0.29:3.21:7.9	low
12.8	0.29	0.29:3.17:nan	high
11.05	0.32	0.19:2.92:2.8	medium
9.4	0.16	0.29:3.21:7.9	low
12.8	0.29	0.29:nan:3.3	high
9.73333333333333		0.24:3.11:6.3	low
13.1	0.38	0.3:3.23:4.9	high
11.5	0.27	0.27:3.04:10.4	high
13.1	0.38	0.3:3.23:4.9	high
11.5	0.27	0.27:3.04:10.4	high
9.1		0.305:3.08:16.0	low
9.75	0.47	0.24:3.11:nan	low
10.5	0.28	0.22:3.19:2.2	medium
8.8	0.23	0.22:3.08:17.3	medium
8.8	0.23	0.22:nan:17.3	medium
	0.23	0.22:3.08:17.3	medium
8.8	0.23	0.22:3.08:17.3	medium
10.5	0.28	0.22:3.19:2.2	medium
10.5	0.28	0.22:3.19:2.2	medium
8.8	0.23	0.22:3.08:17.3	medium
9.9	0.5	0.22:3.22:6.6	medium
9.9	0.52	0.21:3.22:6.5	medium
9.9	0.26	nan:3.11:12.3	low
12.2	0.27	0.44:3.2:5.0	medium
		0.31:3.27:2.8	medium
8.7	0.59	0.36:2.96:13.6	low
13.2	0.28	0.38:3.21:nan	medium
12.7	0.26	0.24:nan:nan	medium
9.4	0.26	0.56:3.21:10.9	low
11.2	0.24	0.24:3.25:1.7	medium
11.333333333333302		0.29:3.24:9.15	medium
11.9	0.28	0.28:3.36:4.5	medium
11.35	0.3	0.29:3.24:9.15	medium
10.5	0.19	0.21:3.22:1.4	low
9.8	0.16	0.47:3.09:nan	low
9.1	0.31	0.34:3.06:16.4	low
12.4		0.27:3.16:1.2	medium
		nan:3.06:16.4	low
9.8	0.16	0.47:3.09:5.9	low
11.3	0.25	0.35:3.39:7.8	medium
11.3	0.25	0.35:3.39:7.8	medium
13.1	0.1	nan:3.48:2.8	medium
	0.29	0.38:nan:2.9	medium
10.3	0.25	nan:3.18:2.5	low
10.7	0.22	0.28:nan:12.8	medium
10.4	0.25	0.29:3.05:12.2	medium
9.5	0.19	0.3:3.22:7.7	low
9.8	0.22	0.39:3.24:2.8	low
	0.29	0.38:3.04:2.9	medium
	0.26	0.18:3.0:17.3	medium
9.0	0.29	0.28:3.14:19.3	low
9.0	0.29	nan:3.14:19.3	low
9.0	0.29	0.28:3.14:19.3	low
13.0		0.35:3.24:2.7	high
9.9	0.18	0.22:3.27:nan	low
9.4	0.26	0.18:3.0:17.3	medium
10.6	0.24	0.28:3.27:2.4	medium
13.4	0.2	0.42:3.23:2.8	medium
12.5	0.32	0.32:3.12:1.7	medium
9.3	0.56	0.26:nan:15.4	low
9.3	0.56	0.26:3.11:15.4	low
11.0		0.32:3.36:4.1	low
10.3	0.27	0.25:3.2:6.6	low
11.3	0.24	0.21:3.24:nan	medium
10.9	0.27	0.23:3.03:2.1	medium
	0.29	0.145:3.76:1.0	medium
12.1	0.28	0.2:3.36:1.1	medium
11.1	0.28	nan:3.18:1.4	low
9.8		0.36:nan:nan	low
	0.22	0.25:3.2:9.8	medium
12.4	0.33	0.22:3.26:1.9	medium
12.7	0.38	0.2:3.11:1.3	medium
9.6	0.26	0.32:nan:7.9	low
9.6	0.26	0.32:3.14:7.9	low
9.1	0.26	0.555:3.24:4.5	low
12.8	0.45	nan:3.1:22.6	low
	0.26	0.32:nan:7.9	low
12.4	0.33	nan:3.18:3.5	medium
9.55		0.28:3.23:1.2	low
	0.26	0.555:3.24:4.5	low
12.5	0.33	0.31:nan:2.0	medium
9.9	0.25	0.15:3.16:7.8	medium
11.2	0.28	0.13:3.47:0.9	medium
13.0	0.49	0.48:3.13:2.9	medium
13.0		0.48:3.13:2.9	medium
11.7	0.33	0.3:3.2:3.5	medium
13.1	0.23	0.28:2.97:4.2	medium
12.0	0.37	0.19:3.08:9.7	medium
10.55	0.25	0.31:3.36:10.5	medium
11.45		0.24:3.04:1.1	medium
10.2	0.39	0.23:3.18:nan	medium
11.45	0.29	nan:3.04:1.1	medium
9.3	0.3	0.29:3.1:8.1	low
10.8	0.25	0.2:3.09:6.2	low
12.2	0.26	0.38:3.27:7.7	medium
11.0	0.33	0.27:3.2:2.4	medium
10.4	0.21	0.54:nan:16.3	medium
11.4	0.31	0.25:3.14:2.3	medium
14.05	0.01	0.61:3.26:8.4	high
10.7	0.23	0.32:3.03:8.5	low
10.2	0.23	0.28:nan:6.0	low
11.2	0.28	0.19:3.22:1.1	medium
12.333333333333302	0.13	nan:3.4:1.75	low
11.5		0.26:3.2:nan	low
9.5	0.17	0.23:3.07:1.3	low
13.4	0.3	0.33:3.24:2.1	medium
12.5	0.32	0.27:3.36:1.1	medium
12.5	0.32	0.27:3.36:1.1	medium
11.2	0.29	0.4:nan:2.8	medium
8.8	0.18	0.4:3.19:9.0	low
11.2	0.26	0.28:3.06:2.8	medium
12.7	0.32	nan:3.16:2.2	medium
9.8	0.17	0.17:3.0:5.1	medium
9.8	0.33	0.2:3.14:3.5	medium
11.7	0.22	0.13:3.32:12.7	medium
9.8	0.31	0.31:3.19:7.5	low
9.6	0.2	0.36:3.17:nan	low
	0.33	0.2:3.14:3.5	medium
9.7	0.25	0.18:3.12:nan	low
10.0	0.25	0.16:nan:9.8	medium
11.7	0.22	0.13:3.32:12.7	medium
12.3	0.22	0.27:3.32:12.7	medium
9.8	0.17	nan:3.0:5.1	medium
9.0	0.19	0.37:3.03:3.5	medium
9.1		0.26:3.06:12.7	medium
9.1	0.54	0.28:3.06:12.9	medium
9.1	0.54	0.28:3.06:12.9	medium
11.4	0.21	nan:3.32:1.3	medium
10.5	0.18	0.25:3.14:10.5	low
12.4	0.27	0.24:3.13:1.5	medium
9.1	0.53	0.26:3.06:12.7	medium
9.1	0.54	0.28:3.06:12.9	medium
10.1	0.37	0.18:3.18:nan	low
10.9	0.3	0.09:nan:6.2	medium
11.05	0.36	0.14:3.13:8.8	low
	0.3	0.28:3.26:3.9	medium
12.7	0.34	0.23:3.36:1.3	medium
11.1	0.37	nan:3.05:nan	low
11.1	0.37	0.28:3.05:9.1	low
12.75		0.28:3.26:nan	medium
	0.53	0.25:3.19:1.8	medium
12.0		0.2:2.96:2.1	medium
	0.32	0.29:3.35:1.4	medium
10.5	0.22	0.46:3.39:14.7	low
11.1	0.37	0.28:3.05:9.1	low
11.1	0.33	0.23:nan:1.9	medium
11.1	0.32	0.23:3.11:1.8	medium
13.1	0.26	0.55:3.22:9.6	medium
12.75	0.3	0.28:3.26:3.9	medium
12.7	0.34	0.23:3.36:nan	medium
9.6	0.3	0.45:3.09:11.8	low
11.7	0.4	0.2:3.26:1.9	low
9.7		0.37:3.17:12.0	medium
10.9	0.23	0.21:3.38:7.9	medium
10.7	0.32	0.22:3.34:9.3	high
13.8	0.22	nan:3.33:nan	medium
12.15	0.26	0.26:3.11:2.2	medium
10.8		0.18:3.49:10.2	high
10.7	0.27	0.26:3.4:10.6	high
10.8	0.35	0.23:3.16:1.4	high
10.8	0.66	0.28:3.66:9.1	low
12.0	0.26	nan:3.03:11.1	low
10.8	0.66	0.28:nan:9.1	low
12.2	0.27	0.3:3.23:4.4	medium
	0.32	0.2:3.18:2.8	medium
11.4	0.15	0.29:3.3:1.1	medium
12.5	0.28	0.22:nan:1.3	high
13.05	0.32	0.22:3.2:1.2	high
12.4	0.23	0.32:3.1:3.3	medium
12.9	0.26	0.2:3.08:9.7	high
12.0	0.24	nan:nan:2.3	high
11.3	0.29	nan:nan:1.1	low
10.0	0.34	0.15:3.21:11.4	medium
11.8	0.32	0.13:3.42:1.2	high
9.4		0.2:2.99:14.7	medium
8.8	0.24	0.2:2.97:13.8	medium
11.1	0.26	0.27:3.46:1.3	medium
10.5	0.51	0.37:3.1:6.3	medium
9.3	0.37	nan:2.86:7.9	medium
11.4	0.25	nan:3.02:2.0	medium
11.8		0.33:3.41:11.8	medium
12.4	0.38	0.29:3.28:1.2	medium
11.6	0.35	0.33:3.12:10.0	medium
11.1	0.33	0.3:nan:nan	low
12.4	0.38	0.29:3.28:1.2	medium
11.1	0.3	0.33:3.22:7.2	medium
11.0	0.78	nan:3.01:9.9	medium
12.2	0.3	nan:nan:5.3	medium
	0.31	0.36:nan:13.55	medium
12.9	0.3	0.42:nan:2.2	medium
10.9	0.3	0.39:3.07:9.9	medium
13.4	0.29	0.53:3.22:nan	medium
10.7	0.0	0.66:3.15:nan	medium
11.0	0.31	nan:3.2:13.55	medium
11.4	0.33	0.16:nan:1.0	high
10.2	0.34	0.22:3.0:1.1	medium
11.0	0.35	0.23:2.8:6.9	medium
9.1	0.34	0.17:3.06:13.4	medium
11.0	0.18	0.33:3.18:4.6	medium
11.5	0.29	nan:3.11:nan	medium
12.0	0.32	0.29:3.16:3.0	medium
11.2	0.32	0.29:nan:nan	low
11.2	0.3	0.28:3.12:12.9	medium
12.6	0.27	0.36:2.9:3.2	high
11.0	0.04	0.615:3.14:nan	low
10.8	0.36	0.44:3.22:2.5	medium
10.9	0.36	nan:3.25:2.4	low
9.8	0.21	0.34:3.16:7.2	low
9.8		0.27:3.15:7.3	low
9.5	0.18	0.33:2.9:6.3	low
11.266666666666698		0.44:3.26:4.25	high
	0.37	0.28:3.01:1.2	low
13.4	0.18	0.5:3.36:2.0	high
11.3	0.28	0.44:3.26:4.25	high
8.9	0.12	0.62:nan:4.7	low
11.2	0.19	0.38:3.07:4.5	medium
11.5	0.38	0.305:3.22:1.4	high
13.0	0.22	0.5:3.26:4.1	high
